"G5210505A14X281","2020-07-27 00:38:36","1","","","988100004","gettiis$sample"
"E1861354C14Z353","2020-08-03 21:36:15","1","","","988100004","gettiis$narumi"
"E1861354C14Z353","2020-08-03 21:36:18","1","","","988100006","gettiis$narumi"
"G5210505A14X281","2020-07-31 00:24:16","1","","","988100005","gettiis$sample"
"G5210505A14X281","2020-07-31 00:48:55","1","","","988100005","gettiis$sample"
"E9971353T14N471","2020-08-12 01:16:44","1","","","988100006","gettiis$keiokabe"
"E9971353T14N471","2020-08-12 01:16:44","1","","","988100003","gettiis$keiokabe"
"E1861354C14Z353","2020-08-08 20:14:06","6","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-08 20:15:02","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-05 21:20:03","1","","","988100004","gettiis$narumi"
"U9102216X13Z141","2020-08-08 20:14:06","1","","","988100006","gettiis$hanzawa1969"
"E1861354C14Z353","2020-08-08 20:20:15","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-08 21:25:03","1","","","988100006","gettiis$narumi"
"E9971353T14N471","2020-08-12 01:20:02","1","","","988100003","gettiis$keiokabe"
"E1861354C14Z353","2020-08-11 16:15:02","1","","","988100006","gettiis$narumi"
"G4672658G13X066","2021-05-25 00:17:50","1","","","988100006","gettiis$gettiis001"
"E9971353T14N471","2020-08-12 02:55:02","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-12 01:58:28","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-13 22:28:45","1","","","988100003","gettiis$keiokabe"
"E1861354C14Z353","2020-08-18 21:35:05","1","","","988100006","gettiis$narumi"
"E9971353T14N471","2020-08-14 00:35:01","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-14 21:43:56","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-14 21:38:55","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-14 23:15:02","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-15 01:35:02","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-17 17:40:15","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-17 19:50:12","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-17 19:55:05","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-17 20:10:08","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-17 20:15:15","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-08-18 17:51:32","1","","","988100003","gettiis$keiokabe"
"E1861354C14Z353","2020-08-18 21:30:13","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-19 18:25:07","1","","","988100006","gettiis$narumi"
"E9971353T14N471","2020-08-21 17:10:03","1","","","988100009","gettiis$keiokabe"
"E1861354C14Z353","2020-08-20 22:05:10","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-20 22:20:09","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-20 22:25:13","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-20 22:30:06","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-24 21:20:03","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-25 21:20:11","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-08-25 21:25:14","1","","","988100006","gettiis$narumi"
"G5210505A14X281","2020-08-26 16:19:48","1","","","988100003","gettiis$sample"
"E3972454U11Y412","2020-10-03 00:05:02","1","","","988100018","gettiis$test35"
"E1861354C14Z353","2020-08-31 23:05:06","1","","","988100006","gettiis$narumi"
"E0552407A11Y590","2020-09-24 21:15:09","1","","","988100019","gettiis$p01"
"E3972454U11Y412","2020-10-03 00:04:24","1","","","988100018","gettiis$test35"
"E0552407A11Y590","2020-09-24 18:59:57","1","","","988100019","gettiis$p01"
"E9971353T14N471","2020-09-02 19:35:07","1","","","988100003","gettiis$keiokabe"
"E1861354C14Z353","2020-09-03 23:55:05","1","","","988100006","gettiis$narumi"
"G4672658G13X066","2021-05-25 00:17:50","1","","","988100019","gettiis$gettiis001"
"E9971353T14N471","2020-09-09 18:55:02","1","","","988100003","gettiis$keiokabe"
"U9102216X13Z141","2020-09-07 20:47:42","1","","","988100005","gettiis$hanzawa1969"
"U9102216X13Z141","2020-09-08 02:29:59","1","","","988100005","gettiis$hanzawa1969"
"U9102216X13Z141","2020-09-08 16:01:59","1","","","988100028","gettiis$hanzawa1969"
"G4672658G13X066","2021-05-25 00:17:50","1","","","988100004","gettiis$gettiis001"
"G4672658G13X066","2021-05-25 00:17:50","1","","","988100013","gettiis$gettiis001"
"E9971353T14N471","2020-09-09 19:25:02","1","","","988100003","gettiis$keiokabe"
"G4672658G13X066","2021-05-25 00:17:50","1","","","988100021","gettiis$gettiis001"
"E3972454U11Y412","2020-10-03 00:04:24","1","","","988100021","gettiis$test35"
"E9971353T14N471","2020-09-11 23:00:02","1","","","988100003","gettiis$keiokabe"
"E1861354C14Z353","2020-09-12 17:50:02","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-09-12 18:15:02","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-09-12 21:40:02","1","","","988100006","gettiis$narumi"
"E9971353T14N471","2020-09-14 17:35:02","1","","","988100006","gettiis$keiokabe"
"E0552407A11Y590","2020-09-24 21:15:09","1","","","988100028","gettiis$p01"
"E2491654T16Y233","2020-09-16 23:30:03","1","","","988100018","gettiis$yyamamoto"
"E2491654T16Y233","2020-09-16 23:35:02","1","","","988100018","gettiis$yyamamoto"
"E0552407A11Y590","2020-09-24 18:59:57","1","","","988100014","gettiis$p01"
"E9971353T14N471","2020-09-18 00:10:02","1","","","988100003","gettiis$keiokabe"
"E2491654T16Y233","2020-09-18 16:55:02","1","","","988100018","gettiis$yyamamoto"
"E2491654T16Y233","2020-09-18 17:55:02","1","","","988100018","gettiis$yyamamoto"
"E9971353T14N471","2020-09-18 23:55:02","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-09-18 23:03:17","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-09-19 00:30:04","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-09-19 07:15:02","1","","","988100003","gettiis$keiokabe"
"E9971353T14N471","2020-09-19 08:15:02","1","","","988100003","gettiis$keiokabe"
"E1861354C14Z353","2020-09-19 17:40:03","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-09-19 19:20:02","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-09-19 19:20:03","1","","","988100006","gettiis$narumi"
"E1861354C14Z353","2020-09-19 21:25:02","1","","","988100006","gettiis$narumi"
